Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positiv_ Examples,Body_size,PCA_Body_size,Functional_variable
?a  is_Answer_To  UM23  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM19  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_04  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_10  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM16  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  SU01_07  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM08  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  is_Answer_To  UM13  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.025641026,0.25,0.25,7,28,28,?a
?a  is_Answer_To  SU01_05  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  hasAnswer_Category  negative  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  hasAnswer_Category  textual  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  is_Answer_To  UM20  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.021978022,0.25,0.25,6,24,24,?a
?a  hasAnswer_Category  Empty  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.153846154,0.25,0.25,42,168,168,?a
?a  hasAnswer_Category  positive  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  hasAnswer_Category  neutral  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  ResponseCode  1  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseCode  5  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.25,0.25,39,156,156,?a
?a  hasAnswer_Category  very_negative  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  hasAnswer_Category  Format  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  hasAnswer_Category  very_positive  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.161172161,0.25,0.25,44,176,176,?a
?a  hasAnswer_Category  NoInfo  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.014652015,0.25,0.25,4,16,16,?a
?a  ResponseCode  8  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  7  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  10  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  TEXT  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.010989011,0.25,0.25,3,12,12,?a
?a  ResponseCode  -9  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseCode  3  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseCode  6  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.032967033,0.25,0.25,9,36,36,?a
?a  ResponseCode  9  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.018315018,0.25,0.25,5,20,20,?a
?a  ResponseCode  2  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.146520147,0.25,0.25,40,160,160,?a
?a  ResponseCode  4  ?b  subClassOf  Answer   , ?a  hasAnswerScale_Type  ?b,0.142857143,0.25,0.25,39,156,156,?a
?f  ResponseLabel  ?b  ?a  hasAnswerId  ?f   , ?a  ResponseLabel  ?b,1,1,1,503,503,503,?a
?a  ResponseCode  ?e  ?e  hasUserId  ?b   , ?a  ResponseLabel  ?b,0.045725646,0.101321586,0.101321586,23,227,227,?a
?b  subClassOf  ?f  ?a  type  ?f   , ?a  hasAnswerScale_Type  ?b,1,0.200883002,0.25,273,1359,1092,?a
?e  hasAnswerId  ?a  ?e  hasAnswerScale_Type  ?b   , ?a  hasAnswerScale_Type  ?b,1,1,1,273,273,273,?a
?e  ResponseLabel  ?b  ?e  hasAnswerId  ?a   , ?a  ResponseLabel  ?b,1,1,1,503,503,503,?a
?a  ResponseCode  8  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseCode  7  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseCode  10  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseCode  9  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  hasAnswerId  ?f  ?f  hasAnswerScale_Type  ?b   , ?a  hasAnswerScale_Type  ?b,1,1,1,273,273,273,?a
?a  ResponseLabel  ?berhaupt nicht [1]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.010989011,0.2,0.2,3,15,15,?a
?a  ResponseLabel  [3]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [7]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  not at all [1]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.010989011,0.2,0.2,3,15,15,?a
?a  ResponseLabel  Scale value 6  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  Scale value 4  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?e  ResponseCode  ?a  ?e  ResponseCode  ?b   , ?a  hasUserId  ?b,0.020366599,0.833333333,1,10,12,10,?a
?a  ResponseLabel  [8]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [5]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  Scale value 5  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?e  hasUserId  ?a  ?e  hasUserId  ?b   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  ResponseLabel  Scale value 9  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [4]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [6]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  Scale value 3  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  label  ?f  ?b  label  ?f   , ?a  hasUserId  ?b,1,0.991919192,1,491,495,491,?a
?a  hasUserId  ?e  ?e  label  ?b   , ?a  label  ?b,0.991919192,1,1,491,491,491,?a
?e  hasUserId  ?a  ?e  label  ?b   , ?a  label  ?b,0.991919192,1,1,491,491,491,?a
?f  hasUserId  ?b  ?a  hasUserId  ?f   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  hasUserId  ?f  ?b  hasUserId  ?f   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  hasAnswer_Category  Format  ?b  hasQuestion_Category  Preference   , ?a  is_Answer_To  ?b,0.010989011,0.333333333,0.333333333,3,9,9,?a
?a  ResponseLabel  Scale value 2  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [9]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  Scale value 7  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  Scale value 8  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?a  ResponseLabel  [2]  ?b  hasQuestion_Category  Degree   , ?a  is_Answer_To  ?b,0.014652015,0.16,0.16,4,25,25,?a
?f  hasUserId  ?a  ?b  hasUserId  ?f   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  ResponseLabel  [3]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [5]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 2  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [8]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [6]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 7  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 5  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  ?berhaupt nicht [1]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.010989011,0.125,0.125,3,24,24,?a
?b  belongsTo  ME1  ?a  hasAnswer_Category  Format   , ?a  is_Answer_To  ?b,0.010989011,0.125,0.125,3,24,24,?a
?a  ResponseLabel  not at all [1]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.010989011,0.125,0.125,3,24,24,?a
?a  ResponseCode  7  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [7]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 6  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 9  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 4  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 3  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Scale value 8  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  Likert response 2  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  does not apply at all  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  fully applies  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  Likert response 4  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  trifft voll zu  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  trifft gar nicht zu  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseLabel  Likert response 3  ?b  belongsTo  SUS   , ?a  is_Answer_To  ?b,0.036630037,0.1,0.1,10,100,100,?a
?a  ResponseCode  8  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseCode  10  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseCode  9  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [4]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [9]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?a  ResponseLabel  [2]  ?b  belongsTo  ME1   , ?a  is_Answer_To  ?b,0.018315018,0.125,0.125,5,40,40,?a
?b  hasQuestionId  ?f  ?a  is_Answer_To  ?f   , ?a  is_Answer_To  ?b,1,1,1,273,273,273,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM21   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM20   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM25   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM24   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM23   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM22   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  is_Answer_To  UM18   , ?a  ResponseCode  ?b,0.011111111,0.25,0.25,3,12,12,?a
?a  ResponseLabel  ?b  ?a  hasAnswer_Category  negative   , ?a  ResponseCode  ?b,0.02962963,0.103896104,0.103896104,8,77,77,?a
?a  ResponseLabel  ?b  ?a  hasAnswer_Category  positive   , ?a  ResponseCode  ?b,0.02962963,0.103896104,0.103896104,8,77,77,?a
?a  hasAnswerId  ?e  ?e  is_Answer_To  ?b   , ?a  is_Answer_To  ?b,1,1,1,273,273,273,?a
?e  hasAnswerId  ?a  ?e  is_Answer_To  ?b   , ?a  is_Answer_To  ?b,1,1,1,273,273,273,?a
?f  hasQuestionId  ?b  ?a  is_Answer_To  ?f   , ?a  is_Answer_To  ?b,1,1,1,273,273,273,?a
?a  ResponseLabel  ?b  ?b  type  User   , ?a  ResponseCode  ?b,0.085185185,1,1,23,23,23,?a
?a  ResponseLabel  2 2  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.02962963,0.5,0.5,8,16,16,?a
?a  ResponseLabel  3  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.025925926,0.5,0.5,7,14,14,?a
?a  ResponseLabel  3 3  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.025925926,0.5,0.5,7,14,14,?a
?a  ResponseLabel  4  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.02962963,0.5,0.5,8,16,16,?a
?a  ResponseLabel  2  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.02962963,0.5,0.5,8,16,16,?a
?a  ResponseLabel  4 4  ?a  ResponseLabel  ?b   , ?a  ResponseCode  ?b,0.02962963,0.5,0.5,8,16,16,?a
?e  ResponseCode  ?b  ?a  hasAnswerId  ?e   , ?a  ResponseCode  ?b,1,1,1,270,270,270,?a
?e  ResponseCode  ?b  ?e  hasAnswerId  ?a   , ?a  ResponseCode  ?b,1,1,1,270,270,270,?a
?a  ResponseLabel  ?f  ?b  hasUserId  ?f   , ?a  ResponseCode  ?b,0.085185185,1,1,23,23,23,?a
?a  ResponseCode  ?f  ?b  hasUserId  ?f   , ?a  ResponseCode  ?b,0.840740741,1,1,227,227,227,?a
?a  ResponseLabel  ?f  ?f  hasUserId  ?b   , ?a  ResponseCode  ?b,0.085185185,1,1,23,23,23,?a
?a  ResponseCode  ?e  ?e  hasUserId  ?b   , ?a  ResponseCode  ?b,0.840740741,1,1,227,227,227,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Agreement   , ?a  ResponseOnPlatform  1,0.263270395,1,1,1478,1478,1478,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Degree   , ?a  ResponseOnPlatform  1,0.23512647,1,1,1320,1320,1320,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Preference   , ?a  ResponseOnPlatform  1,0.164588529,1,1,924,924,924,?a
?d  belongsTo  SUS  ?a  hasQuestion  ?d   , ?a  ResponseOnPlatform  1,0.169219808,1,1,950,950,950,?a
?d  belongsTo  uMARS  ?a  hasQuestion  ?d   , ?a  ResponseOnPlatform  1,0.391877449,1,1,2200,2200,2200,?a
?a  hasVisitId  ?d  ?d  type  User   , ?a  ResponseOnPlatform  1,1,1,1,5614,5614,5614,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Quality   , ?a  ResponseOnPlatform  1,0.289989312,1,1,1628,1628,1628,?a
?a  Response_by_User  ?d  ?d  type  User   , ?a  ResponseOnPlatform  1,1,1,1,5614,5614,5614,?a
?a  hasVisitId  ?d  ?d  type  User   , ?a  type  Response,0.860383142,1,1,5614,5614,5614,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Quality   , ?a  type  Response,0.249501916,1,1,1628,1628,1628,?a
?e  Response_by_User  ?a  ?e  hasVisitId  ?b   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Degree   , ?a  type  Response,0.202298851,1,1,1320,1320,1320,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Preference   , ?a  type  Response,0.141609195,1,1,924,924,924,?a
?a  hasQuestion  ?d  ?d  hasQuestion_Category  Agreement   , ?a  type  Response,0.22651341,1,1,1478,1478,1478,?a
?a  hasQuestion  ?d  ?d  type  Question   , ?a  ResponseOnPlatform  1,1,1,1,5614,5614,5614,?a
?a  hasQuestion  ?d  ?d  type  Question   , ?a  type  Response,0.860383142,1,1,5614,5614,5614,?a
?d  belongsTo  SUS  ?a  hasQuestion  ?d   , ?a  type  Response,0.14559387,1,1,950,950,950,?a
?d  belongsTo  uMARS  ?a  hasQuestion  ?d   , ?a  type  Response,0.337164751,1,1,2200,2200,2200,?a
?a  Response_by_User  ?d  ?d  type  User   , ?a  type  Response,0.860383142,1,1,5614,5614,5614,?a
?e  hasVisitId  ?a  ?e  hasVisitId  ?b   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?d  belongsTo  ME1  ?a  hasQuestion  ?d   , ?a  ResponseOnPlatform  1,0.438902743,1,1,2464,2464,2464,?a
?d  belongsTo  ME1  ?a  hasQuestion  ?d   , ?a  type  Response,0.377624521,1,1,2464,2464,2464,?a
?a  chosen_Answer_Code  ?d  ?d  type  User   , ?a  ResponseOnPlatform  1,0.756679729,1,1,4248,4248,4248,?a
?a  chosen_Answer_Code  ?d  ?d  type  User   , ?a  type  Response,0.651034483,1,1,4248,4248,4248,?a
?a  ResponseOnPlatform  ?d  ?a  chosen_Answer_Code  ?d   , ?a  ResponseOnPlatform  1,0.043106519,1,1,242,242,242,?a
?a  chosen_Answer_Code  8  ?b  hasQuestion_Category  Degree   , ?a  hasQuestion  ?b,0.044887781,0.155555556,0.155555556,252,1620,1620,?a
?a  chosen_Answer_Code  7  ?b  hasQuestion_Category  Degree   , ?a  hasQuestion  ?b,0.017990737,0.162903226,0.162903226,101,620,620,?a
?e  Response_by_User  ?a  ?e  Response_by_User  ?b   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?a  chosen_Answer_Code  6  ?b  hasQuestion_Category  Degree   , ?a  hasQuestion  ?b,0.01282508,0.165517241,0.165517241,72,435,435,?a
?a  chosen_Answer_Code  10  ?b  hasQuestion_Category  Degree   , ?a  hasQuestion  ?b,0.064303527,0.159734513,0.159734513,361,2260,2260,?a
?a  chosen_Answer_Code  1  ?b  hasQuestion_Category  Preference   , ?a  hasQuestion  ?b,0.030815818,0.238292011,0.238292011,173,726,726,?a
?a  chosen_Answer_Code  2  ?b  hasQuestion_Category  Preference   , ?a  hasQuestion  ?b,0.016743855,0.137426901,0.137426901,94,684,684,?a
?a  ResponseOnPlatform  ?d  ?a  chosen_Answer_Code  ?d   , ?a  type  Response,0.037088123,1,1,242,242,242,?a
?a  chosen_Answer_Code  9  ?b  hasQuestion_Category  Degree   , ?a  hasQuestion  ?b,0.047737798,0.154022989,0.154022989,268,1740,1740,?a
?a  chosen_Answer_Code  NO_RECORDED_RESPONSE  ?b  hasQuestion_Category  Preference   , ?a  hasQuestion  ?b,0.071784824,0.119833482,0.119833482,403,3363,3363,?a
?e  Response_by_User  ?b  ?e  hasVisitId  ?a   , ?a  hasUserId  ?b,1,1,1,491,491,491,?a
?b  belongsTo  ME1  ?a  chosen_Answer_Code  9   , ?a  hasQuestion  ?b,0.061987887,0.125,0.125,348,2784,2784,?a
?b  belongsTo  ME1  ?a  chosen_Answer_Code  8   , ?a  hasQuestion  ?b,0.057712861,0.125,0.125,324,2592,2592,?a
?b  belongsTo  ME1  ?a  chosen_Answer_Code  7   , ?a  hasQuestion  ?b,0.022087638,0.125,0.125,124,992,992,?a
?b  belongsTo  ME1  ?a  chosen_Answer_Code  6   , ?a  hasQuestion  ?b,0.014962594,0.120689655,0.120689655,84,696,696,?a
?b  belongsTo  ME1  ?a  chosen_Answer_Code  10   , ?a  hasQuestion  ?b,0.080513003,0.125,0.125,452,3616,3616,?a
?a  chosen_Answer_Code  1  ?a  chosen_Answer_Code  ?b   , ?a  ResponseOnPlatform  ?b,0.043106519,1,1,242,242,242,?a
?a  chosen_Answer_Code  ?b  ?a  hasQuestion  M005   , ?a  ResponseOnPlatform  ?b,0.030815818,0.561688312,0.561688312,173,308,308,?a
?a  Response_by_User  ?f  ?b  hasUserId  ?f   , ?a  Response_by_User  ?b,1,1,1,5614,5614,5614,?a
?a  Response_by_User  ?f  ?f  hasUserId  ?b   , ?a  Response_by_User  ?b,1,1,1,5614,5614,5614,?a
?e  hasUserId  ?b  ?a  hasVisitId  ?e   , ?a  Response_by_User  ?b,1,1,1,5614,5614,5614,?a
?b  hasUserId  ?f  ?a  hasVisitId  ?f   , ?a  Response_by_User  ?b,1,1,1,5614,5614,5614,?a
?a  ResponseOnPlatform  ?b  ?a  hasQuestion  M005   , ?a  chosen_Answer_Code  ?b,0.030815818,0.561688312,0.561688312,173,308,308,?a
?a  hasQuestion  ?f  ?b  hasQuestionId  ?f   , ?a  hasQuestion  ?b,1,1,1,5614,5614,5614,?a
?a  hasQuestion  ?f  ?f  hasQuestionId  ?b   , ?a  hasQuestion  ?b,1,1,1,5614,5614,5614,?a
?a  Response_by_User  ?d  ?a  hasVisitId  ?d   , ?a  ResponseOnPlatform  1,1,1,1,5614,5614,5614,?a
?a  hasAnswerScale_Type  ?f  ?f  subClassOf  ?b   , ?a  type  ?b,0.04183908,1,1,273,273,273,?a
?a  hasAnswerId  ?f  ?f  type  ?b   , ?a  type  ?b,0.04183908,1,1,273,273,273,?a
?e  hasAnswerId  ?a  ?e  type  ?b   , ?a  type  ?b,0.04183908,1,1,273,273,273,?a
?e  hasUserId  ?a  ?e  type  ?b   , ?a  type  ?b,0.075249042,1,1,491,491,491,?a
?a  Response_by_User  ?d  ?a  hasVisitId  ?d   , ?a  type  Response,0.860383142,1,1,5614,5614,5614,?a
?a  hasUserId  ?f  ?f  type  ?b   , ?a  type  ?b,0.075249042,1,1,491,491,491,?a
?a  Response_by_User  ?f  ?b  hasUserId  ?f   , ?a  hasVisitId  ?b,1,1,1,5614,5614,5614,?a
?b  hasUserId  ?f  ?a  hasVisitId  ?f   , ?a  hasVisitId  ?b,1,1,1,5614,5614,5614,?a
?f  hasUserId  ?b  ?a  hasVisitId  ?f   , ?a  hasVisitId  ?b,1,1,1,5614,5614,5614,?a
?a  Response_by_User  ?f  ?f  hasUserId  ?b   , ?a  hasVisitId  ?b,1,1,1,5614,5614,5614,?a
?a  chosen_Answer_Code  ?f  ?b  hasUserId  ?f   , ?a  chosen_Answer_Code  ?b,0.756679729,1,1,4248,4248,4248,?a
?a  chosen_Answer_Code  ?f  ?f  hasUserId  ?b   , ?a  chosen_Answer_Code  ?b,0.756679729,1,1,4248,4248,4248,?a
?a  ResponseOnPlatform  ?f  ?b  hasUserId  ?f   , ?a  ResponseOnPlatform  ?b,1,1,1,5614,5614,5614,?a
?a  ResponseOnPlatform  ?f  ?f  hasUserId  ?b   , ?a  ResponseOnPlatform  ?b,1,1,1,5614,5614,5614,?a
