id	rule_index	rule	grounding
282	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30240005 ResponseCode 5 | 5 type User => 30240005 hasAnswerScale_Type Nominal
298	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30140006 ResponseCode 5 | 5 type User => 30140006 hasAnswerScale_Type Nominal
793	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 489_UM03 hasQuestion UM03 => 489_UM03 ResponseOnPlatform 1
291	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30200001 ResponseCode 1 | 1 type User => 30200001 hasAnswerScale_Type Nominal
948	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	463_UM06 hasQuestion UM06 | UM06 hasQuestion_Category Quality => 463_UM06 type Response
613	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	461_UM12 hasVisitId 461 | 461_UM12 hasVisitId 461 => 461 hasUserId 461
1040	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 145_M007_01 hasQuestion M007_01 => 145_M007_01 type Response
548	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	228_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 228_M008_01 ResponseOnPlatform 1
1160	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	248_M006_01 hasQuestion M006_01 | M006_01 type Question => 248_M006_01 ResponseOnPlatform 1
129	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30170005 hasAnswerId 30170005 | 30170005 type Answer => 30170005 hasAnswerScale_Type Nominal
575	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	248_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 248_M006_01 ResponseOnPlatform 1
331	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100107 is_Answer_To M010_01 => 10100107 hasAnswerScale_Type Ordinal
323	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_06 hasQuestion_Category Agreement | 20010603 is_Answer_To SU01_06 => 20010603 hasAnswerScale_Type Ordinal
1446	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	310_SU01_07 chosen_Answer_Code 5 => 310_SU01_07 type Response
1324	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	46_M003_01 chosen_Answer_Code 10 | 10 type User => 46_M003_01 type Response
1116	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	487_UM04 hasQuestion UM04 | UM04 type Question => 487_UM04 type Response
135	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30030004 hasAnswerId 30030004 | 30030004 type Answer => 30030004 hasAnswerScale_Type Nominal
829	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	475_UM23 chosen_Answer_Code 5 => 475_UM23 ResponseOnPlatform 1
560	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	426_UM26_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 426_UM26_01 ResponseOnPlatform 1
720	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	339_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 339_SU01_07 ResponseOnPlatform 1
435	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020105 ResponseCode 5 | 5 type User => 10020105 hasAnswerScale_Type Ordinal
1146	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	487_UM04 hasQuestion UM04 | UM04 type Question => 487_UM04 ResponseOnPlatform 1
651	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	106_M010_01 hasVisitId 106 | 106 type User => 106_M010_01 ResponseOnPlatform 1
618	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	257_M003_01 hasVisitId 257 | 257_M003_01 hasVisitId 257 => 257 hasUserId 257
660	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	313_SU01_04 Response_by_User 313 | 313 type User => 313_SU01_04 type Response
158	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM12 hasQuestion_Category Quality | 30120004 is_Answer_To UM12 => 30120004 hasAnswerScale_Type Nominal
1007	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 356_SU01_02 hasQuestion SU01_02 => 356_SU01_02 ResponseOnPlatform 1
1287	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	313_SU01_04 Response_by_User 313 | 313_SU01_04 hasVisitId 313 => 313_SU01_04 type Response
571	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	474_UM07 hasQuestion UM07 | UM07 hasQuestion_Category Quality => 474_UM07 ResponseOnPlatform 1
352	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030105 is_Answer_To M003_01 => 10030105 hasAnswerScale_Type Ordinal
718	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	338_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 338_SU01_01 ResponseOnPlatform 1
1290	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	443_UM01 Response_by_User 443 | 443_UM01 hasVisitId 443 => 443_UM01 type Response
1471	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	329_SU01_06 chosen_Answer_Code 4 => 329_SU01_06 type Response
566	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	283_M006_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 283_M006_01 ResponseOnPlatform 1
1216	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 380_SU01_02 hasQuestion SU01_02 => 380_SU01_02 type Response
1042	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 22_M007_01 hasQuestion M007_01 => 22_M007_01 type Response
195	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM21 belongsTo uMARS | 30210004 is_Answer_To UM21 => 30210004 hasAnswerScale_Type Nominal
1235	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	155_M005 Response_by_User 155 | 155_M005 hasVisitId 155 => 155_M005 ResponseOnPlatform 1
1476	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	421_UM19 chosen_Answer_Code 4 => 421_UM19 type Response
438	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030104 ResponseCode 4 | 4 type User => 10030104 hasAnswerScale_Type Ordinal
582	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	469_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 469_UM15 ResponseOnPlatform 1
900	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 175_M007_01 hasQuestion M007_01 => 175_M007_01 ResponseOnPlatform 1
96	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30090003 hasAnswerId 30090003 | 30090003 type Answer => 30090003 hasAnswerScale_Type Nominal
1094	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	412_UM17 chosen_Answer_Code 4 => 412_UM17 ResponseOnPlatform 1
1209	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 326_SU01_02 hasQuestion SU01_02 => 326_SU01_02 type Response
1430	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM11 hasVisitId 407 => 407_UM11 Response_by_User 407
419	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010102 is_Answer_To SU01_01 => 20010102 hasAnswerScale_Type Ordinal
410	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010504 is_Answer_To SU01_05 => 20010504 hasAnswerScale_Type Ordinal
634	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	71_M004_01 hasVisitId 71 | 71 type User => 71_M004_01 ResponseOnPlatform 1
477	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	412 label Username_412 | 412 label Username_412 => 412 hasUserId 412
1148	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	39_M010_01 hasQuestion M010_01 | M010_01 type Question => 39_M010_01 ResponseOnPlatform 1
1488	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	452_UM15 chosen_Answer_Code 4 => 452_UM15 type Response
156	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM12 hasQuestion_Category Quality | 30120001 is_Answer_To UM12 => 30120001 hasAnswerScale_Type Nominal
617	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	377_SU01_03 hasVisitId 377 | 377_SU01_03 hasVisitId 377 => 377 hasUserId 377
1302	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	437_UM07 Response_by_User 437 | 437_UM07 hasVisitId 437 => 437_UM07 type Response
1374	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	480_UM15 chosen_Answer_Code NO_RECORDED_RESPONSE => 480_UM15 type Response
447	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010104 ResponseCode 4 | 4 type User => 20010104 hasAnswerScale_Type Ordinal
178	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM08 hasQuestion_Category Quality | 30080005 is_Answer_To UM08 => 30080005 hasAnswerScale_Type Nominal
390	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010201 is_Answer_To SU01_02 => 20010201 hasAnswerScale_Type Ordinal
1284	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	432_UM08 chosen_Answer_Code 4 | 4 type User => 432_UM08 ResponseOnPlatform 1
636	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	445_UM25 hasVisitId 445 | 445 type User => 445_UM25 ResponseOnPlatform 1
1236	Rule_74	?a Response_by_User ?d ?a hasVisitId ?d => ?a ResponseOnPlatform 1	289_M005 Response_by_User 289 | 289_M005 hasVisitId 289 => 289_M005 ResponseOnPlatform 1
1442	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	487_UM21 chosen_Answer_Code 5 => 487_UM21 type Response
570	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	428_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 428_UM03 ResponseOnPlatform 1
629	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	248_M003_01 hasVisitId 248 | 248 type User => 248_M003_01 ResponseOnPlatform 1
859	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	152_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 152_M005 type Response
781	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 427_UM03 hasQuestion UM03 => 427_UM03 ResponseOnPlatform 1
1450	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	379_SU01_02 chosen_Answer_Code 5 => 379_SU01_02 type Response
294	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30030001 ResponseCode 1 | 1 type User => 30030001 hasAnswerScale_Type Nominal
1341	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	136_M010_01 chosen_Answer_Code 8 | 8 type User => 136_M010_01 type Response
864	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	308_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 308_M005 type Response
88	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	471_UM10 hasVisitId 471 => 471_UM10 Response_by_User 471
970	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 459_UM03 hasQuestion UM03 => 459_UM03 type Response
923	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 69_M007_01 hasQuestion M007_01 => 69_M007_01 ResponseOnPlatform 1
845	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	280_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 280_M007_01 type Response
654	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	160_M006_01 hasVisitId 160 | 160 type User => 160_M006_01 ResponseOnPlatform 1
1382	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M007_01 hasVisitId 179 => 179_M007_01 Response_by_User 179
691	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	332_SU01_07 hasVisitId 332 | 332 type User => 332_SU01_07 type Response
937	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	431_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 431_UM04 type Response
290	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30240003 ResponseCode 3 | 3 type User => 30240003 hasAnswerScale_Type Nominal
1422	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM06 hasVisitId 407 => 407_UM06 Response_by_User 407
591	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	404_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 404_UM03 ResponseOnPlatform 1
348	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040105 is_Answer_To M004_01 => 10040105 hasAnswerScale_Type Ordinal
1120	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	448_UM14 hasQuestion UM14 | UM14 type Question => 448_UM14 type Response
1407	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M004_01 hasVisitId 179 => 179_M004_01 Response_by_User 179
1169	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	137_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 137_M005 ResponseOnPlatform 1
1083	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	363_SU01_05 chosen_Answer_Code 4 => 363_SU01_05 ResponseOnPlatform 1
458	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	249 label Username_249 | 249 label Username_249 => 249 hasUserId 249
375	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100105 is_Answer_To M010_01 => 10100105 hasAnswerScale_Type Ordinal
333	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100106 is_Answer_To M010_01 => 10100106 hasAnswerScale_Type Ordinal
885	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	15_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 15_M003_01 type Response
1318	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	119_M006_01 chosen_Answer_Code 8 | 8 type User => 119_M006_01 type Response
706	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	377_SU01_03 hasVisitId 377 | 377 type User => 377_SU01_03 type Response
1384	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM14 hasVisitId 407 => 407_UM14 Response_by_User 407
724	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	332_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 332_SU01_01 ResponseOnPlatform 1
328	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 hasQuestion_Category Agreement | 20010205 is_Answer_To SU01_02 => 20010205 hasAnswerScale_Type Ordinal
318	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 hasQuestion_Category Agreement | 20010105 is_Answer_To SU01_01 => 20010105 hasAnswerScale_Type Ordinal
1149	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	433_UM03 hasQuestion UM03 | UM03 type Question => 433_UM03 ResponseOnPlatform 1
945	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	412_UM11 hasQuestion UM11 | UM11 hasQuestion_Category Quality => 412_UM11 type Response
12	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30150005 type Answer => 30150005 hasAnswerScale_Type Nominal
171	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 hasQuestion_Category Quality | 30130003 is_Answer_To UM13 => 30130003 hasAnswerScale_Type Nominal
260	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30180002 is_Answer_To UM18 | UM18 type Question => 30180002 hasAnswerScale_Type Nominal
813	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	490_UM14 chosen_Answer_Code 5 => 490_UM14 ResponseOnPlatform 1
1300	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	93_M004_01 Response_by_User 93 | 93_M004_01 hasVisitId 93 => 93_M004_01 type Response
1325	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	12_M002_01 chosen_Answer_Code 6 | 6 type User => 12_M002_01 type Response
138	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30060004 hasAnswerId 30060004 | 30060004 type Answer => 30060004 hasAnswerScale_Type Nominal
549	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	232_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 232_M008_01 ResponseOnPlatform 1
1280	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	386_SU01_04 chosen_Answer_Code 3 | 3 type User => 386_SU01_04 ResponseOnPlatform 1
839	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	274_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 274_M008_01 type Response
771	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	86_M010_01 Response_by_User 86 | 86 type User => 86_M010_01 ResponseOnPlatform 1
558	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	477_UM21 chosen_Answer_Code NO_RECORDED_RESPONSE => 477_UM21 ResponseOnPlatform 1
139	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30090002 hasAnswerId 30090002 | 30090002 type Answer => 30090002 hasAnswerScale_Type Nominal
1304	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	417_UM08 Response_by_User 417 | 417_UM08 hasVisitId 417 => 417_UM08 type Response
1380	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	179 hasUserId 179 | 179_M003_01 hasVisitId 179 => 179_M003_01 Response_by_User 179
224	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30160002 hasAnswerId 30160002 | 30160002 hasAnswerId 30160002 => 30160002 hasAnswerScale_Type Nominal
583	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	473_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 473_UM12 ResponseOnPlatform 1
409	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010802 is_Answer_To SU01_08 => 20010802 hasAnswerScale_Type Ordinal
325	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 hasQuestion_Category Agreement | 20010201 is_Answer_To SU01_02 => 20010201 hasAnswerScale_Type Ordinal
299	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30200002 ResponseCode 2 | 2 type User => 30200002 hasAnswerScale_Type Nominal
1201	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 374_SU01_02 hasQuestion SU01_02 => 374_SU01_02 type Response
1210	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 366_SU01_02 hasQuestion SU01_02 => 366_SU01_02 type Response
665	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	419_UM03 Response_by_User 419 | 419 type User => 419_UM03 type Response
1385	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM26_01 hasVisitId 407 => 407_UM26_01 Response_by_User 407
940	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	458_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 458_UM15 type Response
865	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	71_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 71_M007_01 type Response
573	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	433_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 433_UM03 ResponseOnPlatform 1
